prompt_id,model,pair,bleu,bertscore_f1
f_04,nim-mistral,topic_fronted vs emphasis_shift,13.359970583072984,87.09866404533386
f_04,nim-qwen,base vs topic_fronted,1.7610526631325703,81.08705282211304
f_04,nim-qwen,base vs emphasis_shift,5.407796864803927,76.36818289756775
f_04,nim-qwen,topic_fronted vs emphasis_shift,2.271040399044299,72.9139506816864
f_05,nim-llama,base vs topic_fronted,12.395712397031557,85.46620607376099
f_05,nim-llama,base vs emphasis_shift,0.7215515188576963,80.35958409309387
f_05,nim-llama,topic_fronted vs emphasis_shift,0.9739926728499042,79.64963912963867
f_05,nim-mistral,base vs topic_fronted,17.835964633926064,88.40681314468384
f_05,nim-mistral,base vs emphasis_shift,27.922439400033987,88.32583427429199
f_05,nim-mistral,topic_fronted vs emphasis_shift,14.204503879808453,85.0824773311615
f_05,nim-qwen,base vs topic_fronted,0.0,76.51958465576172
f_05,nim-qwen,base vs emphasis_shift,0.0,73.51570725440979
f_05,nim-qwen,topic_fronted vs emphasis_shift,0.0,72.55869507789612
f_06,nim-llama,base vs topic_fronted,10.389889377420037,90.4220700263977
f_06,nim-llama,base vs emphasis_shift,4.343737891358309,86.31163835525513
f_06,nim-llama,topic_fronted vs emphasis_shift,4.39841422268448,85.46790480613708
f_06,nim-mistral,base vs topic_fronted,11.516466761452083,86.25479936599731
f_06,nim-mistral,base vs emphasis_shift,5.415429041735765,85.07643938064575
f_06,nim-mistral,topic_fronted vs emphasis_shift,6.035585072291773,84.40371751785278
f_06,nim-qwen,base vs topic_fronted,4.805604917613317,87.09260821342468
f_06,nim-qwen,base vs emphasis_shift,2.395618455998467,82.23326206207275
f_06,nim-qwen,topic_fronted vs emphasis_shift,7.553899589050351,85.14487743377686
f_07,nim-llama,base vs topic_fronted,0.15820817091682451,75.48534870147705
f_07,nim-llama,base vs emphasis_shift,0.38601674167013716,73.58964085578918
f_07,nim-llama,topic_fronted vs emphasis_shift,3.357041136813362,83.93713235855103
f_07,nim-mistral,base vs topic_fronted,1.6088167375304447,80.98095655441284
f_07,nim-mistral,base vs emphasis_shift,10.571502833916998,81.27689957618713
f_07,nim-mistral,topic_fronted vs emphasis_shift,7.829012033854582,82.71939754486084
f_07,nim-qwen,base vs topic_fronted,1.0992330671486832,77.1234929561615
f_07,nim-qwen,base vs emphasis_shift,0.6371624499564389,75.04972219467163
f_07,nim-qwen,topic_fronted vs emphasis_shift,0.7577181189007623,75.2759337425232
f_08,nim-llama,base vs topic_fronted,2.9025207558830606,85.14653444290161
f_08,nim-llama,base vs emphasis_shift,25.827066150940766,92.62284636497498
f_08,nim-llama,topic_fronted vs emphasis_shift,6.211358076114527,86.4560067653656
f_08,nim-mistral,base vs topic_fronted,9.947958666853157,87.25708723068237
f_08,nim-mistral,base vs emphasis_shift,2.570347272979628,84.47169661521912
f_08,nim-mistral,topic_fronted vs emphasis_shift,2.459966969969846,82.69626498222351
f_08,nim-qwen,base vs topic_fronted,0.0,75.06042718887329
f_08,nim-qwen,base vs emphasis_shift,27.8663011422187,93.23177337646484
f_08,nim-qwen,topic_fronted vs emphasis_shift,0.0,75.07601976394653
f_09,nim-llama,base vs topic_fronted,1.7069184973428917,82.42810368537903
f_09,nim-llama,base vs emphasis_shift,1.8479794625143722,71.96551561355591
f_09,nim-llama,topic_fronted vs emphasis_shift,0.8738555351415831,74.08055663108826
f_09,nim-mistral,base vs topic_fronted,5.328369932374957,85.08376479148865
f_09,nim-mistral,base vs emphasis_shift,29.909599618801444,89.68725800514221
f_09,nim-mistral,topic_fronted vs emphasis_shift,3.0606374632336983,84.68511700630188
f_09,nim-qwen,base vs topic_fronted,4.134879345344957,78.23570370674133
f_09,nim-qwen,base vs emphasis_shift,0.4917943403626452,69.23832893371582
f_09,nim-qwen,topic_fronted vs emphasis_shift,0.4917943403626452,71.93391919136047
f_10,nim-llama,base vs topic_fronted,18.989064745388188,88.57137560844421
f_10,nim-llama,base vs emphasis_shift,44.62006350206436,94.10326480865479
f_10,nim-llama,topic_fronted vs emphasis_shift,2.5019203752146324,86.01001501083374
f_10,nim-mistral,base vs topic_fronted,11.675193218312138,86.37948632240295
f_10,nim-mistral,base vs emphasis_shift,9.286803553046948,83.22703242301941
f_10,nim-mistral,topic_fronted vs emphasis_shift,29.401120148369642,87.8039538860321
f_10,nim-qwen,base vs topic_fronted,0.0,77.293860912323
f_10,nim-qwen,base vs emphasis_shift,0.0,76.20512247085571
f_10,nim-qwen,topic_fronted vs emphasis_shift,0.0,87.83771395683289
f_11,nim-llama,base vs topic_fronted,4.187959153642702,82.67842531204224
f_11,nim-llama,base vs emphasis_shift,10.56328518978839,82.29597806930542
f_11,nim-llama,topic_fronted vs emphasis_shift,2.289257215484607,79.01221513748169
f_11,nim-mistral,base vs topic_fronted,6.370587300593267,87.20846176147461
f_11,nim-mistral,base vs emphasis_shift,18.562213334962042,88.36864829063416
f_11,nim-mistral,topic_fronted vs emphasis_shift,3.000722741851318,84.12463665008545
f_11,nim-qwen,base vs topic_fronted,0.6519556472039479,73.32426309585571
f_11,nim-qwen,base vs emphasis_shift,0.0,74.74967837333679
f_11,nim-qwen,topic_fronted vs emphasis_shift,0.0,72.57192730903625
f_12,nim-llama,base vs topic_fronted,10.494482315179463,84.25962328910828
f_12,nim-llama,base vs emphasis_shift,17.96461983633445,85.6926441192627
f_12,nim-llama,topic_fronted vs emphasis_shift,3.0538322654515895,80.62840700149536
f_12,nim-mistral,base vs topic_fronted,4.482345050408105,81.8688690662384
f_12,nim-mistral,base vs emphasis_shift,20.803879753942716,86.51028871536255
f_12,nim-mistral,topic_fronted vs emphasis_shift,7.613642498603121,84.40425992012024
f_12,nim-qwen,base vs topic_fronted,2.9451298310991776,80.2724838256836
f_12,nim-qwen,base vs emphasis_shift,3.4112367594987916,82.08231925964355
f_12,nim-qwen,topic_fronted vs emphasis_shift,14.246413178317509,86.83502674102783
f_13,nim-llama,base vs topic_fronted,2.195637289233759,75.83974599838257
f_13,nim-llama,base vs emphasis_shift,8.87345622738831,82.93695449829102
f_13,nim-llama,topic_fronted vs emphasis_shift,2.1058466792450905,78.27997207641602
f_13,nim-mistral,base vs topic_fronted,1.6083245782474873,78.60786318778992
f_13,nim-mistral,base vs emphasis_shift,0.6723351904361125,84.16128158569336
f_13,nim-mistral,topic_fronted vs emphasis_shift,0.15358797810308195,81.14467263221741
f_13,nim-qwen,base vs topic_fronted,11.619943244035987,85.76260209083557
f_13,nim-qwen,base vs emphasis_shift,0.8597475347333055,77.94119119644165
f_13,nim-qwen,topic_fronted vs emphasis_shift,0.8272451731153891,78.17338109016418
f_14,nim-llama,base vs topic_fronted,5.4742566981492935,81.17728233337402
f_14,nim-llama,base vs emphasis_shift,8.181796682771834,78.7233829498291
f_14,nim-llama,topic_fronted vs emphasis_shift,1.0961828010985772,74.23741817474365
f_14,nim-mistral,base vs topic_fronted,1.9914520299183198,82.34925866127014
f_14,nim-mistral,base vs emphasis_shift,2.223858972556838,84.64159965515137
f_14,nim-mistral,topic_fronted vs emphasis_shift,1.8627684123939159,81.7836582660675
f_14,nim-qwen,base vs topic_fronted,4.665413064524753,83.55001211166382
f_14,nim-qwen,base vs emphasis_shift,10.264845834243662,86.87132596969604
f_14,nim-qwen,topic_fronted vs emphasis_shift,1.1805073482062243,79.68820929527283
f_15,nim-llama,base vs topic_fronted,4.737503727571159,83.26264023780823
f_15,nim-llama,base vs emphasis_shift,3.804006018007904,82.7941358089447
f_15,nim-llama,topic_fronted vs emphasis_shift,1.5126073190876959,79.5919120311737
f_15,nim-mistral,base vs topic_fronted,5.336715977814139,85.31354665756226
f_15,nim-mistral,base vs emphasis_shift,2.8726997553888443,82.76739716529846
f_15,nim-mistral,topic_fronted vs emphasis_shift,2.2485260332357333,82.2885811328888
f_15,nim-qwen,base vs topic_fronted,3.8100339513031853,81.7246675491333
f_15,nim-qwen,base vs emphasis_shift,1.0134961585174012,76.27702355384827
f_15,nim-qwen,topic_fronted vs emphasis_shift,0.8522452865706931,77.08036303520203
f_16,nim-llama,base vs topic_fronted,6.0742159104784985,80.47696352005005
f_16,nim-llama,base vs emphasis_shift,1.133971312999811,74.94497299194336
f_16,nim-llama,topic_fronted vs emphasis_shift,4.0557579017053085,74.87990856170654
f_16,nim-mistral,base vs topic_fronted,19.7795045430676,89.06076550483704
f_16,nim-mistral,base vs emphasis_shift,6.226417634836681,85.8137845993042
f_16,nim-mistral,topic_fronted vs emphasis_shift,6.05873677836085,86.18513941764832
f_16,nim-qwen,base vs topic_fronted,0.0,79.44858074188232
f_16,nim-qwen,base vs emphasis_shift,0.4877178495671594,74.26115870475769
f_16,nim-qwen,topic_fronted vs emphasis_shift,0.0,73.32280278205872
f_17,nim-llama,base vs topic_fronted,5.060454076656145,82.2572112083435
f_17,nim-llama,base vs emphasis_shift,5.314938483442241,83.41082334518433
f_17,nim-llama,topic_fronted vs emphasis_shift,1.7037435441034274,82.84808993339539
f_17,nim-mistral,base vs topic_fronted,1.618156097227942,76.79105997085571
f_17,nim-mistral,base vs emphasis_shift,11.67901270794454,87.82632350921631
f_17,nim-mistral,topic_fronted vs emphasis_shift,8.165820613168796,76.9418716430664
f_17,nim-qwen,base vs topic_fronted,8.80092080393131,82.63028860092163
f_17,nim-qwen,base vs emphasis_shift,3.0705081238410052,82.39717483520508
f_17,nim-qwen,topic_fronted vs emphasis_shift,2.059181229713454,82.18773007392883
f_18,nim-llama,base vs topic_fronted,2.282875333805958,80.38829565048218
f_18,nim-llama,base vs emphasis_shift,5.423628289881728,85.78041195869446
f_18,nim-llama,topic_fronted vs emphasis_shift,1.211033800737062,80.01381158828735
f_18,nim-mistral,base vs topic_fronted,4.76965120881541,85.46119332313538
f_18,nim-mistral,base vs emphasis_shift,9.369232676207384,82.91457891464233
f_18,nim-mistral,topic_fronted vs emphasis_shift,6.856396964498195,83.33544135093689
f_18,nim-qwen,base vs topic_fronted,0.38875217429006587,68.86466145515442
f_18,nim-qwen,base vs emphasis_shift,23.547226364853774,86.35148406028748
f_18,nim-qwen,topic_fronted vs emphasis_shift,0.4285889246676481,70.28862237930298
f_19,nim-llama,base vs topic_fronted,7.557687264098214,79.78286147117615
f_19,nim-llama,base vs emphasis_shift,17.094421144706793,85.32934188842773
f_19,nim-llama,topic_fronted vs emphasis_shift,4.465491856649092,82.05843567848206
f_19,nim-mistral,base vs topic_fronted,5.479737706853844,83.9505672454834
f_19,nim-mistral,base vs emphasis_shift,0.7729827463487035,79.74260449409485
f_19,nim-mistral,topic_fronted vs emphasis_shift,2.7523233024062588,81.18933439254761
f_19,nim-qwen,base vs topic_fronted,0.6811358988734545,71.55682444572449
f_19,nim-qwen,base vs emphasis_shift,7.755220807963585,81.20671510696411
f_19,nim-qwen,topic_fronted vs emphasis_shift,1.4468894074073158,72.98671007156372
f_20,nim-llama,base vs topic_fronted,0.3350317874355949,74.39386248588562
f_20,nim-llama,base vs emphasis_shift,0.8109790866406474,76.00942254066467
f_20,nim-llama,topic_fronted vs emphasis_shift,11.144402302404751,83.40189456939697
f_20,nim-mistral,base vs topic_fronted,16.7189571029907,86.67121529579163
f_20,nim-mistral,base vs emphasis_shift,16.12557861380638,90.9995436668396
f_20,nim-mistral,topic_fronted vs emphasis_shift,5.708407870578911,86.82685494422913
f_20,nim-qwen,base vs topic_fronted,0.6959088395919814,73.27746152877808
f_20,nim-qwen,base vs emphasis_shift,0.0,77.72849202156067
f_20,nim-qwen,topic_fronted vs emphasis_shift,0.0,73.13083410263062
f_21,nim-llama,base vs topic_fronted,4.9934431946726106,76.61082744598389
f_21,nim-llama,base vs emphasis_shift,2.056723858187049,80.01576662063599
f_21,nim-llama,topic_fronted vs emphasis_shift,2.862386062232283,76.51408910751343
f_21,nim-mistral,base vs topic_fronted,7.533980062365561,81.70490264892578
f_21,nim-mistral,base vs emphasis_shift,20.858766295143774,87.99859881401062
f_21,nim-mistral,topic_fronted vs emphasis_shift,10.260931712946451,84.63212847709656
f_21,nim-qwen,base vs topic_fronted,2.1866499994485276,80.38154244422913
f_21,nim-qwen,base vs emphasis_shift,6.432628390735651,81.48996233940125
f_21,nim-qwen,topic_fronted vs emphasis_shift,2.2881869083863555,81.34158849716187
c_01,nim-llama,base vs topic_fronted,7.940578137109049,78.79713773727417
c_01,nim-llama,base vs emphasis_shift,8.829529070851123,79.58449721336365
c_01,nim-llama,topic_fronted vs emphasis_shift,4.346129963581034,78.49746346473694
c_01,nim-mistral,base vs topic_fronted,11.026325132256808,83.6236834526062
c_01,nim-mistral,base vs emphasis_shift,5.298896028703796,80.3729772567749
c_01,nim-mistral,topic_fronted vs emphasis_shift,6.2218831697017025,80.9445321559906
c_01,nim-qwen,base vs topic_fronted,0.0,69.17131543159485
c_01,nim-qwen,base vs emphasis_shift,1.4676508903336365,79.76844310760498
c_01,nim-qwen,topic_fronted vs emphasis_shift,0.0,69.21879053115845
c_02,nim-llama,base vs topic_fronted,2.4247495522865177,74.14070963859558
c_02,nim-llama,base vs emphasis_shift,2.365591558643149,76.67829394340515
c_02,nim-llama,topic_fronted vs emphasis_shift,3.7951653555816423,79.67533469200134
c_02,nim-mistral,base vs topic_fronted,5.4434125780529,80.49304485321045
c_02,nim-mistral,base vs emphasis_shift,8.380402858525965,79.5457661151886
c_02,nim-mistral,topic_fronted vs emphasis_shift,5.69586454784336,79.1721761226654
c_02,nim-qwen,base vs topic_fronted,0.17825453541509506,61.04356646537781
c_02,nim-qwen,base vs emphasis_shift,0.0,66.60794019699097
c_02,nim-qwen,topic_fronted vs emphasis_shift,0.0,57.299500703811646
c_03,nim-llama,base vs topic_fronted,0.8983571192476499,74.44561719894409
c_03,nim-llama,base vs emphasis_shift,2.0227523836214845,70.74641585350037
c_03,nim-llama,topic_fronted vs emphasis_shift,2.103200458070907,72.8784441947937
c_03,nim-mistral,base vs topic_fronted,5.132937508340469,80.23491501808167
c_03,nim-mistral,base vs emphasis_shift,8.050502850891615,80.88529706001282
c_03,nim-mistral,topic_fronted vs emphasis_shift,7.679214835784522,78.99805903434753
c_03,nim-qwen,base vs topic_fronted,0.0,72.8941798210144
c_03,nim-qwen,base vs emphasis_shift,0.0,78.4221887588501
c_03,nim-qwen,topic_fronted vs emphasis_shift,0.0,67.92365312576294
c_04,nim-llama,base vs topic_fronted,16.489024932098186,81.8513572216034
c_04,nim-llama,base vs emphasis_shift,5.150714337060536,78.46766114234924
c_04,nim-llama,topic_fronted vs emphasis_shift,3.448742741840712,77.1396815776825
c_04,nim-mistral,base vs topic_fronted,5.276894680708372,83.78170132637024
c_04,nim-mistral,base vs emphasis_shift,4.929703640153454,82.05698728561401
c_04,nim-mistral,topic_fronted vs emphasis_shift,5.314427234465087,82.38767385482788
c_04,nim-qwen,base vs topic_fronted,3.1816196369096432,69.24743056297302
c_04,nim-qwen,base vs emphasis_shift,0.0,60.56771278381348
c_04,nim-qwen,topic_fronted vs emphasis_shift,0.0,70.77615261077881
c_05,nim-llama,base vs topic_fronted,4.338644274296684,75.51785707473755
c_05,nim-llama,base vs emphasis_shift,1.1897816433923023,75.19481182098389
c_05,nim-llama,topic_fronted vs emphasis_shift,3.4661348371439233,76.71680450439453
c_05,nim-mistral,base vs topic_fronted,23.528549687885924,86.31455302238464
c_05,nim-mistral,base vs emphasis_shift,13.552032968532206,84.39215421676636
c_05,nim-mistral,topic_fronted vs emphasis_shift,18.965579583003397,84.2810869216919
c_05,nim-qwen,base vs topic_fronted,0.0,57.42782950401306
c_05,nim-qwen,base vs emphasis_shift,0.0,81.98156356811523
c_05,nim-qwen,topic_fronted vs emphasis_shift,0.0,57.69600868225098
c_06,nim-llama,base vs topic_fronted,8.536954071293929,77.45110392570496
c_06,nim-llama,base vs emphasis_shift,5.778944792563487,79.23922538757324
c_06,nim-llama,topic_fronted vs emphasis_shift,3.839419701597786,76.49973034858704
c_06,nim-mistral,base vs topic_fronted,2.9607555401651178,80.47842979431152
c_06,nim-mistral,base vs emphasis_shift,3.779266687107898,78.63959074020386
c_06,nim-mistral,topic_fronted vs emphasis_shift,2.9553273178723485,77.67024040222168
c_06,nim-qwen,base vs topic_fronted,0.0,71.00796103477478
c_06,nim-qwen,base vs emphasis_shift,3.1721549008633216,80.35915493965149
c_06,nim-qwen,topic_fronted vs emphasis_shift,0.0,69.56165432929993
c_07,nim-llama,base vs topic_fronted,7.418533036839287,77.74035930633545
c_07,nim-llama,base vs emphasis_shift,7.261015341077471,78.82472276687622
c_07,nim-llama,topic_fronted vs emphasis_shift,5.318794966856483,78.2761812210083
c_07,nim-mistral,base vs topic_fronted,4.135720200059161,79.28677201271057
c_07,nim-mistral,base vs emphasis_shift,4.425130793695962,80.4003894329071
c_07,nim-mistral,topic_fronted vs emphasis_shift,6.854108416793551,79.63423132896423
c_07,nim-qwen,base vs topic_fronted,6.67579680794594,80.73399662971497
c_07,nim-qwen,base vs emphasis_shift,7.679183521535153,79.77682948112488
c_07,nim-qwen,topic_fronted vs emphasis_shift,7.500981489125035,81.21546506881714
c_08,nim-llama,base vs topic_fronted,4.477910203696953,77.08455324172974
c_08,nim-llama,base vs emphasis_shift,3.5047337617406913,73.98743033409119
c_08,nim-llama,topic_fronted vs emphasis_shift,1.3769378812016808,72.9296624660492
c_08,nim-mistral,base vs topic_fronted,7.042208319610691,82.56242871284485
c_08,nim-mistral,base vs emphasis_shift,4.416767536129268,79.94269132614136
c_08,nim-mistral,topic_fronted vs emphasis_shift,4.184761491705091,81.04035258293152
c_08,nim-qwen,base vs topic_fronted,1.04329909621433,67.89762377738953
c_08,nim-qwen,base vs emphasis_shift,0.0,63.37360143661499
c_08,nim-qwen,topic_fronted vs emphasis_shift,0.0,72.67357110977173
c_09,nim-llama,base vs topic_fronted,3.6064622402861115,77.84268856048584
c_09,nim-llama,base vs emphasis_shift,3.3959279219488874,77.25282907485962
c_09,nim-llama,topic_fronted vs emphasis_shift,5.87721127022533,78.67925763130188
c_09,nim-mistral,base vs topic_fronted,8.29422290237296,84.21721458435059
c_09,nim-mistral,base vs emphasis_shift,9.905265480651854,82.83733129501343
c_09,nim-mistral,topic_fronted vs emphasis_shift,12.328936567735756,84.13726091384888
c_09,nim-qwen,base vs topic_fronted,0.0,60.47919988632202
c_09,nim-qwen,base vs emphasis_shift,0.0,73.64375591278076
c_09,nim-qwen,topic_fronted vs emphasis_shift,0.1634000384676695,63.411980867385864
c_10,nim-llama,base vs topic_fronted,2.4595535092816023,78.34495902061462
c_10,nim-llama,base vs emphasis_shift,2.402891943668884,78.32738161087036
c_10,nim-llama,topic_fronted vs emphasis_shift,2.15160656022623,77.27015614509583
c_10,nim-mistral,base vs topic_fronted,3.1303937666835413,79.77678775787354
c_10,nim-mistral,base vs emphasis_shift,9.722388108697077,82.77360796928406
c_10,nim-mistral,topic_fronted vs emphasis_shift,1.6774615469127232,80.07082939147949
c_10,nim-qwen,base vs topic_fronted,0.21801701063236417,70.51185369491577
c_10,nim-qwen,base vs emphasis_shift,0.0,70.83513140678406
c_10,nim-qwen,topic_fronted vs emphasis_shift,0.0,71.71727418899536
c_11,nim-llama,base vs topic_fronted,6.4471805499775385,78.18670272827148
c_11,nim-llama,base vs emphasis_shift,2.0406120858337324,78.40509414672852
c_11,nim-llama,topic_fronted vs emphasis_shift,4.4717537183807385,78.49645614624023
c_11,nim-mistral,base vs topic_fronted,4.160007590389339,81.18144273757935
c_11,nim-mistral,base vs emphasis_shift,3.042766918846436,81.89568519592285
c_11,nim-mistral,topic_fronted vs emphasis_shift,2.555561852586929,80.4397463798523
c_11,nim-qwen,base vs topic_fronted,0.177455200010262,61.933332681655884
c_11,nim-qwen,base vs emphasis_shift,0.17855342553747283,60.769134759902954
c_11,nim-qwen,topic_fronted vs emphasis_shift,3.4418754948263337,80.0809383392334
c_12,nim-llama,base vs topic_fronted,6.7327321174761625,79.33975458145142
c_12,nim-llama,base vs emphasis_shift,3.812762594102244,79.86096739768982
c_12,nim-llama,topic_fronted vs emphasis_shift,6.336319939154604,79.09435629844666
c_12,nim-mistral,base vs topic_fronted,3.3519133870569373,82.27216601371765
c_12,nim-mistral,base vs emphasis_shift,3.8350867929840433,82.64910578727722
c_12,nim-mistral,topic_fronted vs emphasis_shift,13.688182504219949,85.44923663139343
c_12,nim-qwen,base vs topic_fronted,4.029922663836513,73.6548364162445
c_12,nim-qwen,base vs emphasis_shift,0.0,57.45589733123779
c_12,nim-qwen,topic_fronted vs emphasis_shift,0.0,60.98349690437317
c_13,nim-llama,base vs topic_fronted,9.12776953889333,78.15441489219666
c_13,nim-llama,base vs emphasis_shift,10.84660608981634,80.69654703140259
c_13,nim-llama,topic_fronted vs emphasis_shift,6.3093574648555855,79.3664276599884
c_13,nim-mistral,base vs topic_fronted,7.478496232030119,81.29413723945618
c_13,nim-mistral,base vs emphasis_shift,5.709284689703807,81.94851875305176
c_13,nim-mistral,topic_fronted vs emphasis_shift,9.842417434698874,82.94181227684021
c_13,nim-qwen,base vs topic_fronted,1.59853427216287,81.65029287338257
c_13,nim-qwen,base vs emphasis_shift,0.0,70.3104019165039
c_13,nim-qwen,topic_fronted vs emphasis_shift,0.0,69.34590339660645
c_14,nim-llama,base vs topic_fronted,9.430775836536489,76.69268846511841
c_14,nim-llama,base vs emphasis_shift,9.75755169082147,80.40392398834229
c_14,nim-llama,topic_fronted vs emphasis_shift,10.74374993965826,78.75478267669678
c_14,nim-mistral,base vs topic_fronted,3.416581337921434,82.78619647026062
c_14,nim-mistral,base vs emphasis_shift,10.477664138351765,82.50507712364197
c_14,nim-mistral,topic_fronted vs emphasis_shift,7.176327140377088,81.91108107566833
c_14,nim-qwen,base vs topic_fronted,0.0,59.31529402732849
c_14,nim-qwen,base vs emphasis_shift,0.0,73.03138375282288
c_14,nim-qwen,topic_fronted vs emphasis_shift,0.19891673083512065,61.489272117614746
c_15,nim-llama,base vs topic_fronted,2.207642084388782,74.27199482917786
c_15,nim-llama,base vs emphasis_shift,1.7917033836419725,72.99399375915527
c_15,nim-llama,topic_fronted vs emphasis_shift,3.3178762384308853,75.6164014339447
c_15,nim-mistral,base vs topic_fronted,1.7484041975907805,81.40370845794678
c_15,nim-mistral,base vs emphasis_shift,1.2905186077487218,78.55218052864075
c_15,nim-mistral,topic_fronted vs emphasis_shift,2.6280772773490346,79.03491258621216
c_15,nim-qwen,base vs topic_fronted,0.0,69.20233368873596
c_15,nim-qwen,base vs emphasis_shift,0.0,81.70440196990967
c_15,nim-qwen,topic_fronted vs emphasis_shift,0.0,69.57071423530579
c_16,nim-llama,base vs topic_fronted,2.4072703619207734,76.33841633796692
c_16,nim-llama,base vs emphasis_shift,3.150292683578963,78.16848158836365
c_16,nim-llama,topic_fronted vs emphasis_shift,2.1831133094150323,78.19783687591553
c_16,nim-mistral,base vs topic_fronted,4.202458686854325,81.82103633880615
c_16,nim-mistral,base vs emphasis_shift,1.5002184520083532,80.4304838180542
c_16,nim-mistral,topic_fronted vs emphasis_shift,2.0213972796367843,80.45288920402527
c_16,nim-qwen,base vs topic_fronted,0.4627440198268221,67.57799983024597
c_16,nim-qwen,base vs emphasis_shift,0.0,68.22707653045654
c_16,nim-qwen,topic_fronted vs emphasis_shift,0.0,63.46221566200256
c_17,nim-llama,base vs topic_fronted,4.474336377819419,79.09095883369446
c_17,nim-llama,base vs emphasis_shift,3.264188443697068,80.16534447669983
c_17,nim-llama,topic_fronted vs emphasis_shift,1.5263509627096719,75.76121091842651
c_17,nim-mistral,base vs topic_fronted,2.9230666702415204,81.01499080657959
c_17,nim-mistral,base vs emphasis_shift,2.294502862401292,78.72541546821594
c_17,nim-mistral,topic_fronted vs emphasis_shift,2.6597219692882685,80.33296465873718
c_17,nim-qwen,base vs topic_fronted,0.08448901430010865,60.56848168373108
c_17,nim-qwen,base vs emphasis_shift,0.0,56.1848521232605
c_17,nim-qwen,topic_fronted vs emphasis_shift,0.0,69.76051926612854
c_18,nim-llama,base vs topic_fronted,7.886136650501746,80.68848848342896
c_18,nim-llama,base vs emphasis_shift,12.368962675853394,80.31243085861206
c_18,nim-llama,topic_fronted vs emphasis_shift,5.948598105212698,79.95955348014832
c_18,nim-mistral,base vs topic_fronted,1.5345094477648646,79.28367853164673
c_18,nim-mistral,base vs emphasis_shift,2.8541806624484654,80.00462651252747
c_18,nim-mistral,topic_fronted vs emphasis_shift,2.679801248104824,79.43309545516968
c_18,nim-qwen,base vs topic_fronted,2.9011951797825213,76.83781385421753
c_18,nim-qwen,base vs emphasis_shift,0.0,58.02737474441528
c_18,nim-qwen,topic_fronted vs emphasis_shift,0.0,60.72303652763367
c_19,nim-llama,base vs topic_fronted,5.631253089635925,79.29417490959167
c_19,nim-llama,base vs emphasis_shift,2.9302715295206134,77.25126147270203
c_19,nim-llama,topic_fronted vs emphasis_shift,5.249478943707234,78.88486981391907
c_19,nim-mistral,base vs topic_fronted,4.810889178925772,78.88497114181519
c_19,nim-mistral,base vs emphasis_shift,6.687660782494025,80.4938793182373
c_19,nim-mistral,topic_fronted vs emphasis_shift,5.99327443865389,79.30088639259338
c_19,nim-qwen,base vs topic_fronted,0.10046588005243993,66.15999341011047
c_19,nim-qwen,base vs emphasis_shift,3.144214756557908,80.15539646148682
c_19,nim-qwen,topic_fronted vs emphasis_shift,0.033202030404972355,65.31416177749634
